District,Indirect Occupation - Total,Indirect Occupation - A. Agriculture,Indirect Occupation - Excluding Agriculture - Total,Indirect Occupation  - Horticulture,Indirect Occupation - B. Mining and industry,Indirect Occupation - C. Trade and insurance,Indirect Occupation - D. Transport and communication,"Indirect Occupation - E. Public service, liberal professions","Indirect Occupation - Schooling, Education, and Culture",Indirect Occupation - Public Hygiene and Sanitation,Indirect Occupation - G. Domestic service,Indirect Occupation - N. Not further specified
JANOWSKI,152718.0,118338.0,34380.0,1174.0,17531.0,7527.0,1708.0,1630.0,1121.0,526.0,998.0,2165.0
KRASNOSTAWSKI,134159.0,107942.0,26217.0,904.0,12663.0,6261.0,1202.0,1566.0,1033.0,459.0,772.0,1357.0
LUBARTOWSKI,107991.0,87291.0,20700.0,582.0,10267.0,4888.0,951.0,1201.0,852.0,346.0,551.0,1062.0
LUBELSKI,163502.0,130987.0,32515.0,1088.0,16875.0,6491.0,2741.0,1127.0,1171.0,476.0,1100.0,1446.0
ŁUKOWSKI,129083.0,99406.0,29677.0,809.0,15289.0,5825.0,2438.0,1387.0,1052.0,462.0,627.0,1788.0
PUŁAWSKI,172267.0,116140.0,56127.0,1256.0,25792.0,10218.0,5748.0,1924.0,1997.0,1011.0,1410.0,6771.0
RADZYŃSKI,99089.0,71547.0,27542.0,977.0,15665.0,4712.0,1571.0,1187.0,794.0,391.0,659.0,1586.0
SIEDLECKI,151411.0,97546.0,53865.0,1041.0,23250.0,9124.0,6988.0,3239.0,1757.0,1024.0,1189.0,6253.0
SOKOŁOWSKI,83949.0,65498.0,18451.0,495.0,10009.0,3332.0,929.0,1026.0,679.0,319.0,408.0,1254.0
TOMASZOWSKI,121124.0,94489.0,26635.0,841.0,12042.0,7297.0,1164.0,1529.0,925.0,372.0,909.0,1556.0
WĘGROWSKI,88788.0,67336.0,21452.0,781.0,12769.0,2786.0,1408.0,987.0,750.0,311.0,409.0,1251.0
WŁODAWSKI,113566.0,85231.0,28335.0,794.0,14536.0,6700.0,1512.0,1208.0,926.0,480.0,642.0,1537.0
ZAMOJSKI,149548.0,101710.0,47838.0,1446.0,23629.0,8833.0,3366.0,2587.0,1462.0,877.0,1784.0,3854.0
LUBLIN (MIASTO),112285.0,1750.0,110535.0,459.0,45677.0,22347.0,11742.0,7775.0,3232.0,3143.0,3967.0,12193.0
BÓBRECKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRZOZOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOBROMILSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DROHOBYCKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRÓDECKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAROSŁAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAWOROWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOLBUSZOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KROŚNIEŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LESKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LWOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LWÓW (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŁAŃCUCKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOŚCISKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIŻAŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRZEMYSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRZEWORSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAWSKI (RAWA RUSKA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUDECKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RZESZOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMBORSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SANOCKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOKALSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TARNOBRZESKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŻÓŁKIEWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUBACZOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TURCZAŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRZEZIŃSKI,150923.0,67530.0,83393.0,1009.0,51797.0,10896.0,8421.0,2534.0,1664.0,1270.0,1524.0,4278.0
ŁASKI,171885.0,92036.0,79849.0,894.0,56916.0,9201.0,2992.0,2501.0,1956.0,1138.0,1599.0,2652.0
ŁĘCZYCKI,127585.0,85069.0,42516.0,934.0,25078.0,7369.0,2115.0,1863.0,964.0,805.0,1245.0,2143.0
ŁÓDZKI,161671.0,52542.0,109129.0,1310.0,80090.0,10133.0,5473.0,3971.0,1556.0,1930.0,1458.0,3208.0
ŁÓDŹ (MIASTO),604629.0,1941.0,602688.0,1051.0,375972.0,103214.0,29271.0,22050.0,12900.0,14925.0,20534.0,22771.0
PIOTRKOWSKI,222195.0,134351.0,87844.0,1359.0,47196.0,11541.0,11630.0,4157.0,2000.0,1505.0,2319.0,6137.0
RADOMSZCZAŃSKI,186412.0,138681.0,47731.0,1307.0,27003.0,7296.0,3474.0,2274.0,1475.0,701.0,1541.0,2660.0
SIERADZKI,169030.66541719192,109728.50060262099,59302.16481457094,973.4058786174918,36448.74643504794,9767.834061841162,2787.4835243440693,2377.956809425763,1274.5159434633601,959.5539557105259,1404.310403647106,3308.3578024735143
WIELUŃSKI,214299.0,171424.0,42875.0,873.0,20637.0,9468.0,2468.0,2508.0,1349.0,838.0,1277.0,3457.0
POŁUDNIOWO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PÓŁNOCNO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRASKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŚRÓDMIEJSKO-WARSZAWSKI,11171898.0,4671.0,1167227.0,4648.0,499695.0,235034.0,104622.0,71037.0,42755.0,45978.0,60236.0,102222.0
BARANOWICKI,161038.0,124406.0,36632.0,1242.0,13286.0,6767.0,4632.0,2449.0,1138.0,834.0,1472.0,4812.0
BRASŁAWSKI,143161.0,125239.0,17922.0,918.0,7190.0,2977.0,1284.0,2509.0,632.0,308.0,773.0,1331.0
LIDZKI,183485.0,145833.0,37652.0,835.0,16651.0,6078.0,4238.0,2248.0,1160.0,777.0,1402.0,4263.0
NIEŚWIESKI,114464.0,94746.0,19718.0,911.0,6909.0,3667.0,981.0,3053.0,792.0,453.0,998.0,1954.0
NOWOGRÓDZKI,150358.41604998862,128187.2009359714,22171.215114017217,836.5122038791118,8251.026881570639,4331.250719480218,1301.4311099938639,3113.015304338245,867.1137763625045,514.4162179576882,1126.6599078186944,1829.7889926162507
SŁONIMSKI,126510.0,101808.0,24702.0,1043.0,10884.0,3946.0,1298.0,2153.0,807.0,468.0,916.0,3187.0
STOŁPECKI,98566.5839500114,81761.79906402862,16804.784885982786,780.4877961208883,6594.973118429361,2666.749280519782,1729.5688900061361,2278.9846956617553,612.8862236374955,289.5837820423118,678.3400921813057,1173.2110073837496
WOŁOŻYŃSKI,115522.0,101504.0,14018.0,738.0,5554.0,2118.0,763.0,2850.0,504.0,230.0,643.0,618.0
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),107203.0,92906.0,14297.0,1138.0,6461.0,2378.0,1132.0,970.0,548.0,233.0,634.0,803.0
BRZESKI (BRZEŚĆ N.BUG.),215927.00000070443,145142.0000004964,70785.00000020802,988.0000000096211,25406.000000099186,11957.000000032329,11181.000000014643,5784.000000013505,2082.0000000062523,1679.0000000034352,1868.0000000051803,9840.00000002387
DROHICKI,97040.0,86612.0,10428.0,309.0,4409.0,2009.0,820.0,975.0,377.0,190.0,374.0,965.0
KOBRYŃSKI,113972.0,96955.0,17017.0,583.0,6490.0,3341.0,1406.0,1312.0,650.0,367.0,604.0,2264.0
KOSZYRSKI,94988.0,88144.0,6844.0,356.0,2929.0,1449.0,359.0,860.0,258.0,94.0,214.0,325.0
ŁUNINIECKI,110716.28855972462,86682.42233163361,24033.866228091007,1126.0484353317206,9943.2377940465,3352.3208851150084,2851.683694185171,3324.5388649549473,611.2351635004632,336.79534800669086,535.8118165198085,1952.1942264306983
PIŃSKI,182251.71144027537,141433.57766836637,40818.13377190899,1246.9515646682794,17595.762205953502,7750.679114884992,3167.316305814829,3154.4611350450527,1174.7648364995368,958.2046519933091,1137.1881834801914,4632.805773569302
PRUŻAŃSKI,108583.0,91797.0,16786.0,487.0,6789.0,3114.0,1198.0,1475.0,607.0,342.0,508.0,2266.0
STOLIŃSKI,124765.0,104076.0,20689.0,1761.0,9512.0,3814.0,1071.0,2149.0,538.0,276.0,394.0,1174.0
IWACEWICKI,83696.0,71291.0,12405.0,957.0,5874.0,1885.0,999.0,1021.0,326.0,264.0,396.0,683.0
BRODNICKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
