Region;District;Pszenica;Żyto;Jęczmień;Owies;Ziemniaki;Buraki cukrowe;Gryka;Proso
WARSZAWSKIE;PŁOCKI; 10 623 ; 42 245 ; 6 635 ; 7 178 ; 15 250 ; 2 571 ; 290 ;  
WARSZAWSKIE;PŁOŃSKI; 7 571 ; 40 303 ; 4 256 ; 5 828 ; 12 778 ; 903 ; 351 ;  
WARSZAWSKIE;RADZYMIŃSKI; 1 716 ; 22 558 ; 1 363 ; 4 319 ; 10 563 ; -   ; 1 032 ;  
WARSZAWSKIE;RAWSKI (RAWA MAZOWIECKA); 2 734 ; 39 206 ; 3 196 ; 8 040 ; 16 018 ; 22 ; 252 ;  
WARSZAWSKIE;RYPIŃSKI; 4 257 ; 31 874 ; 6 072 ; 4 133 ; 11 821 ; 1 309 ; 266 ;  
WARSZAWSKIE;SIERPECKI; 2 816 ; 36 471 ; 2 360 ; 4 126 ; 13 409 ; 136 ; 523 ;  
WARSZAWSKIE;SKIERNIEWICKI; 2 039 ; 24 568 ; 1 935 ; 7 448 ; 8 310 ; 66 ; 82 ;  
WARSZAWSKIE;SOCHACZEWSKI; 6 136 ; 23 598 ; 1 721 ; 6 550 ; 10 425 ; 1 174 ; 121 ;  
WARSZAWSKIE;WARSZAWSKI; 3 664 ; 23 058 ; 1 907 ; 7 638 ; 18 466 ; 279 ; 222 ;  
WARSZAWSKIE;WŁOCŁAWSKI; 8 385 ; 29 825 ; 7 856 ; 4 222 ; 11 087 ; 2 538 ; 77 ;  
WARSZAWSKIE;ŁOWICKI; 7 338 ; 36 049 ; 2 313 ; 10 358 ; 12 632 ; 1 156 ; 103 ;  
WOŁYŃSKIE;DUBIEŃSKI; 41 871 ; 41 999 ; 22 276 ; 31 681 ; 19 411 ; 311 ; 13 078 ;  
WOŁYŃSKIE;HOROCHOWSKI; 32 201 ; 18 848 ; 12 538 ; 13 368 ; 11 459 ; 44 ; 1 990 ;  
WOŁYŃSKIE;KOSTOPOLSKI; 6 183 ; 30 983 ; 4 963 ; 13 758 ; 14 620 ; -   ; 7 199 ;  
WOŁYŃSKIE;KOWELSKI; 23 256 ; 62 568 ; 10 383 ; 12 330 ; 26 232 ; 8 ; 4 293 ;  
WOŁYŃSKIE;KRZEMIENIECKI; 19 545 ; 49 162 ; 20 664 ; 36 750 ; 17 525 ; 122 ; 24 476 ;  
WOŁYŃSKIE;LUBOMELSKI; 4 086 ; 21 450 ; 3 665 ; 3 085 ; 8 694 ; -   ; 2 054 ;  
WOŁYŃSKIE;RÓWIEŃSKI; 32 277 ; 37 422 ; 16 371 ; 26 049 ; 16 398 ; 4 185 ; 6 469 ;  
WOŁYŃSKIE;SARNEŃSKI; 1 269 ; 43 166 ; 5 534 ; 8 902 ; 15 748 ; -   ; 6 240 ;  
WOŁYŃSKIE;WŁODZIMIERSKI; 28 679 ; 25 173 ; 9 790 ; 16 408 ; 14 006 ; 503 ; 1 891 ;  
WOŁYŃSKIE;ZDOŁBUNOWSKI; 15 180 ; 12 855 ; 9 531 ; 11 810 ; 7 886 ; 1 267 ; 3 017 ;  
WOŁYŃSKIE;ŁUCKI; 43 291 ; 51 944 ; 19 351 ; 25 442 ; 23 573 ; 261 ; 4 674 ;  
ZIEMIA WILEŃSKA;BRASŁAWSKI; 4 423 ; 39 411 ; 6 830 ; 20 033 ; 13 046 ; -   ; 209 ;  
ZIEMIA WILEŃSKA;DZIŚNIEŃSKI; 5 226 ; 39 569 ; 7 496 ; 23 377 ; 13 567 ; -   ; 36 ;  
ZIEMIA WILEŃSKA;MOŁODECZAŃSKI; 1 506 ; 21 078 ; 5 042 ; 13 718 ; 8 261 ; -   ; 169 ;  
ZIEMIA WILEŃSKA;OSZMIAŃSKI; 639 ; 31 821 ; 8 039 ; 20 586 ; 9 793 ; -   ; 2 338 ;  
ZIEMIA WILEŃSKA;POSTAWSKI; 4 192 ; 26 630 ; 3 846 ; 11 034 ; 10 021 ; -   ; 139 ;  
ZIEMIA WILEŃSKA;WILEJSKI; 893 ; 35 112 ; 8 720 ; 15 405 ; 14 900 ; -   ; 737 ;  
ZIEMIA WILEŃSKA;WILEŃSKO-TROCKI; 3 413 ; 71 142 ; 12 282 ; 27 441 ; 19 867 ; -   ; 13 007 ;  
ZIEMIA WILEŃSKA;WILNO (MIASTO);;;;;;;;
ZIEMIA WILEŃSKA;ŚWIĘCIAŃSKI; 4 928 ; 37 231 ; 6 530 ; 16 678 ; 15 497 ; -   ; 1 381 ;  
ŁÓDZKIE;BRZEZIŃSKI; 2 779 ; 33 833 ; 1 017 ; 8 635 ; 13 285 ; 54 ; 60 ;  
ŁÓDZKIE;KALISKI; 9 072 ; 36 895 ; 2 275 ; 9 247 ; 15 476 ; 1 242 ; 182 ;  
ŁÓDZKIE;KOLSKI; 6 323 ; 36 856 ; 3 283 ; 5 096 ; 14 657 ; 643 ; 100 ;  
ŁÓDZKIE;KONIŃSKI; 7 922 ; 70 348 ; 5 581 ; 9 625 ; 25 651 ; 0 ; 178 ;  
ŁÓDZKIE;PIOTRKOWSKI; 4 511 ; 56 839 ; 2 732 ; 11 346 ; 21 869 ; 2 ; 236 ;  
ŁÓDZKIE;RADOMSZCZAŃSKI; 3 796 ; 53 749 ; 3 954 ; 9 032 ; 24 161 ; 21 ; 272 ;  
ŁÓDZKIE;SIERADZKI; 4 525 ; 49 969 ; 1 275 ; 10 378 ; 19 083 ; 220 ; 194 ;  
ŁÓDZKIE;TURECKI; 5 202 ; 37 848 ; 1 459 ; 6 908 ; 12 742 ; 439 ; 1 111 ;  
ŁÓDZKIE;WIELUŃSKI; 2 525 ; 55 271 ; 1 487 ; 10 628 ; 22 371 ; 712 ; 331 ;  
ŁÓDZKIE;ŁASKI; 2 959 ; 39 650 ; 1 273 ; 7 479 ; 15 678 ; 14 ; 220 ;  
ŁÓDZKIE;ŁÓDZKI; 1 292 ; 26 341 ; 636 ; 6 074 ; 12 062 ; -   ; 52 ;  
ŁÓDZKIE;ŁÓDŹ (MIASTO);;;;;;;;
ŁÓDZKIE;ŁĘCZYCKI; 10 138 ; 35 159 ; 2 790 ; 8 130 ; 14 953 ; 1 755 ; 40 ;  
ŚLĄSKIE;BIELSKI (BIELSKO); 806 ; 3 241 ; 460 ; 4 350 ; 3 402 ; 57 ; -   ;  
ŚLĄSKIE;BIELSKO (MIASTO);;;;;;;;
ŚLĄSKIE;CHORZÓW;;;;;;;;
ŚLĄSKIE;CIESZYŃSKI; 1 632 ; 3 227 ; 911 ; 6 204 ; 4 483 ; 38 ; 3 ;  
ŚLĄSKIE;KATOWICE (MIASTO);;;;;;;;
ŚLĄSKIE;KATOWICKI; 246 ; 2 778 ; 290 ; 1 265 ; 2 105 ; -   ; -   ;  
ŚLĄSKIE;LUBLINIECKI; 1 254 ; 7 918 ; 854 ; 3 507 ; 4 655 ; 65 ; 3 ;  
ŚLĄSKIE;PSZCZYŃSKI; 1 985 ; 15 281 ; 1 213 ; 8 277 ; 11 038 ; 238 ; 15 ;  
ŚLĄSKIE;RYBNICKI; 2 979 ; 18 093 ; 1 174 ; 7 500 ; 11 438 ; 540 ; -   ;  
ŚLĄSKIE;TARNOGÓRSKI; 193 ; 2 175 ; 255 ; 746 ; 1 785 ; 20 ; -   ;  
ŚLĄSKIE;ŚWIĘTOCHŁOWICKI; 147 ; 1 329 ; 165 ; 572 ; 1 232 ; -   ; -   ;  
