Region;District;Pszenica;Żyto;Jęczmień;Owies;Ziemniaki;Buraki cukrowe;Gryka;Proso
WARSZAWSKIE;WARSZAWSKI; 41 454 ; 241 768 ; 23 925 ; 108 142 ; 1 247 295 ; 45 690 ;;
WARSZAWSKIE;WŁOCŁAWSKI; 112 606 ; 398 696 ; 125 482 ; 54 277 ; 1 037 279 ; 522 394 ;;
WARSZAWSKIE;ŁOWICKI; 95 929 ; 464 439 ; 35 912 ; 157 562 ; 1 634 191 ; 137 887 ;;
WOŁYŃSKIE;DUBIEŃSKI; 463 869 ; 511 321 ; 290 674 ; 364 835 ; 2 064 585 ; 84 270 ;;
WOŁYŃSKIE;HOROCHOWSKI; 392 198 ; 292 313 ; 188 316 ; 184 727 ; 1 475 284 ; 8 238 ;;
WOŁYŃSKIE;KOSTOPOLSKI; 48 036 ; 319 005 ; 45 527 ; 154 377 ; 1 677 061 ; X ;;
WOŁYŃSKIE;KOWELSKI; 201 698 ; 587 997 ; 96 579 ; 111 085 ; 2 309 145 ; 1 579 ;;
WOŁYŃSKIE;KRZEMIENIECKI; 186 919 ; 530 942 ; 264 826 ; 431 423 ; 1 744 040 ; X ;;
WOŁYŃSKIE;LUBOMELSKI; 38 712 ; 223 021 ; 38 983 ; 34 498 ; 642 727 ; X ;;
WOŁYŃSKIE;RÓWIEŃSKI; 319 990 ; 400 583 ; 237 859 ; 387 234 ; 2 208 462 ; 672 524 ;;
WOŁYŃSKIE;WŁODZIMIERSKI; 371 210 ; 364 225 ; 143 057 ; 221 285 ; 1 545 400 ; 91 054 ;;
WOŁYŃSKIE;ZDOŁBUNOWSKI; 150 543 ; 156 954 ; 130 593 ; 172 284 ; 988 643 ; 346 218 ;;
WOŁYŃSKIE;ŁUCKI; 425 467 ; 509 749 ; 226 221 ; 286 587 ; 2 469 912 ; 27 014 ;;
ZIEMIA WILEŃSKA;BRASŁAWSKI; 30 671 ; 278 546 ; 53 647 ; 161 209 ; 1 112 029 ;X;;
ZIEMIA WILEŃSKA;DZIŚNIEŃSKI; 36 653 ; 353 187 ; 67 446 ; 225 500 ; 1 301 137 ;X;;
ZIEMIA WILEŃSKA;MOŁODECZAŃSKI; 12 732 ; 188 097 ; 39 489 ; 118 658 ; 629 948 ;X;;
ZIEMIA WILEŃSKA;OSZMIAŃSKI; 6 149 ; 253 016 ; 83 755 ; 170 245 ; 968 699 ;X;;
ZIEMIA WILEŃSKA;POSTAWSKI; 23 037 ; 226 865 ; 29 113 ; 76 267 ; 860 800 ;X;;
ZIEMIA WILEŃSKA;WILEJSKI; 6 185 ; 319 672 ; 70 025 ; 112 097 ; 1 379 490 ;X;;
ZIEMIA WILEŃSKA;WILEŃSKO-TROCKI; 20 181 ; 451 463 ; 92 264 ; 211 454 ; 1 788 206 ;X;;
ZIEMIA WILEŃSKA;WILNO (MIASTO);;;;;;;;
ZIEMIA WILEŃSKA;ŚWIĘCIAŃSKI; 26 057 ; 251 953 ; 29 806 ; 108 640 ; 1 136 341 ;X;;
ŁÓDZKIE;BRZEZIŃSKI; 40 941 ; 359 724 ; 13 160 ; 109 919 ; 1 852 693 ; 7 100 ;;
ŁÓDZKIE;KALISKI; 120 028 ; 498 892 ; 31 777 ; 116 089 ; 1 643 249 ; 255 654 ;;
ŁÓDZKIE;KOLSKI; 94 697 ; 458 792 ; 56 170 ; 70 839 ; 1 407 930 ; 158 826 ;;
ŁÓDZKIE;KONIŃSKI; 82 936 ; 745 208 ; 55 932 ; 90 014 ; 1 846 646 ; 248 104 ;;
ŁÓDZKIE;PIOTRKOWSKI; 63 909 ; 654 580 ; 33 135 ; 140 951 ; 2 755 786 ; 678 ;;
ŁÓDZKIE;RADOMSZCZAŃSKI; 61 657 ; 744 927 ; 51 595 ; 123 585 ; 3 335 740 ; 3 505 ;;
ŁÓDZKIE;SIERADZKI; 63 874 ; 660 872 ; 17 214 ; 120 102 ; 2 301 930 ; 60 182 ;;
ŁÓDZKIE;TURECKI; 67 981 ; 470 860 ; 17 292 ; 80 699 ; 1 251 516 ; 93 182 ;;
ŁÓDZKIE;WIELUŃSKI; 39 054 ; 713 450 ; 20 173 ; 139 389 ; 2 952 840 ; 126 837 ;;
ŁÓDZKIE;ŁASKI; 46 093 ; 506 783 ; 16 941 ; 96 323 ; 1 980 828 ; 3 125 ;;
ŁÓDZKIE;ŁÓDZKI; 18 741 ; 309 078 ; 7 129 ; 75 029 ; 1 407 328 ; X ;;
ŁÓDZKIE;ŁÓDŹ (MIASTO);;;;;;;;
ŁÓDZKIE;ŁĘCZYCKI; 157 706 ; 431 591 ; 42 086 ; 106 765 ; 1 899 134 ; 602 773 ;;
ŚLĄSKIE;BIELSKI (BIELSKO); 10 970 ; 38 201 ; 5 646 ; 53 506 ; 312 629 ; 12 157 ;;
ŚLĄSKIE;BIELSKO (MIASTO);;;;;;;;
ŚLĄSKIE;CHORZÓW;;;;;;;;
ŚLĄSKIE;CIESZYŃSKI; 23 976 ; 47 283 ; 12 797 ; 86 943 ; 488 938 ; 8 049 ;;
ŚLĄSKIE;KATOWICE (MIASTO);;;;;;;;
ŚLĄSKIE;KATOWICKI; 6 532 ; 49 438 ; 4 859 ; 16 672 ; 266 260 ; X ;;
ŚLĄSKIE;LUBLINIECKI; 20 947 ; 118 356 ; 12 506 ; 51 480 ; 684 341 ; 20 366 ;;
ŚLĄSKIE;PSZCZYŃSKI; 37 151 ; 215 273 ; 22 436 ; 130 087 ; 1 504 072 ; 63 269 ;;
ŚLĄSKIE;RYBNICKI; 55 475 ; 273 694 ; 21 230 ; 118 492 ; 1 639 539 ; 88 358 ;;
ŚLĄSKIE;TARNOGÓRSKI; 4 055 ; 37 095 ; 5 107 ; 13 491 ; 216 755 ; 4 222 ;;
ŚLĄSKIE;ŚWIĘTOCHŁOWICKI; 3 622 ; 22 466 ; 2 258 ; 8 723 ; 166 570 ; X ;;
