Region;District;Pszenica;Żyto;Jęczmień;Owies;Ziemniaki;Buraki cukrowe;Gryka;Proso
WARSZAWSKIE;LIPNOWSKI; 70 875 ; 436 940 ; 110 576 ; 69 574 ; 1 512 327 ; 273 657 ; 1 508 ;  
WARSZAWSKIE;MAKOWSKI (MAKÓW MAZOWIECKI); 48 837 ; 222 807 ; 17 311 ; 46 024 ; 790 567 ; 12 004 ; 7 861 ;  
WARSZAWSKIE;MIŃSKI; 32 970 ; 305 118 ; 37 434 ; 148 662 ; 2 029 836 ; -   ; 5 864 ;  
WARSZAWSKIE;MŁAWSKI; 20 984 ; 419 230 ; 22 751 ; 47 672 ; 1 716 991 ; 28 214 ; 6 938 ;  
WARSZAWSKIE;NIESZAWSKI; 180 051 ; 573 038 ; 170 601 ; 56 176 ; 1 792 617 ; 630 970 ; 117 ;  
WARSZAWSKIE;PRZASNYCKI; 60 047 ; 215 328 ; 16 431 ; 23 431 ; 721 105 ; 63 254 ; 2 461 ;  
WARSZAWSKIE;PUŁTUSKI; 71 380 ; 376 118 ; 33 931 ; 94 971 ; 1 549 349 ; 28 678 ; 14 258 ;  
WARSZAWSKIE;PŁOCKI; 142 276 ; 499 972 ; 113 956 ; 103 353 ; 1 926 022 ; 538 409 ; 1 835 ;  
WARSZAWSKIE;PŁOŃSKI; 86 376 ; 440 137 ; 56 632 ; 65 274 ; 1 531 873 ; 205 116 ; 2 377 ;  
WARSZAWSKIE;RADZYMIŃSKI; 16 192 ; 236 791 ; 14 439 ; 56 902 ; 1 013 921 ; -   ; 7 877 ;  
WARSZAWSKIE;RAWSKI (RAWA MAZOWIECKA); 36 858 ; 450 427 ; 36 921 ; 117 636 ; 2 282 335 ; 1 415 ; 1 753 ;  
WARSZAWSKIE;RYPIŃSKI; 53 555 ; 352 144 ; 93 925 ; 58 837 ; 1 262 751 ; 277 670 ; 2 006 ;  
WARSZAWSKIE;SIERPECKI; 39 124 ; 457 165 ; 34 169 ; 59 416 ; 1 603 659 ; 42 460 ; 3 976 ;  
WARSZAWSKIE;SKIERNIEWICKI; 22 961 ; 259 245 ; 19 940 ; 94 840 ; 1 079 385 ; 12 803 ; 419 ;  
WARSZAWSKIE;SOCHACZEWSKI; 86 222 ; 269 791 ; 26 326 ; 92 000 ; 1 394 863 ; 203 852 ; 1 229 ;  
WARSZAWSKIE;WARSZAWSKI; 45 759 ; 238 014 ; 21 449 ; 116 438 ; 1 852 733 ; 59 479 ; 1 584 ;  
WARSZAWSKIE;WŁOCŁAWSKI; 130 499 ; 434 759 ; 138 150 ; 68 000 ; 1 431 535 ; 613 669 ; 503 ;  
WARSZAWSKIE;ŁOWICKI; 101 123 ; 452 051 ; 33 570 ; 153 980 ; 1 664 934 ; 245 320 ; 1 027 ;  
WOŁYŃSKIE;DUBIEŃSKI; 480 934 ; 487 465 ; 261 273 ; 360 963 ; 2 207 166 ; 34 017 ; 60 962 ;  
WOŁYŃSKIE;HOROCHOWSKI; 426 547 ; 236 369 ; 169 918 ; 169 115 ; 1 427 803 ; 8 798 ; 20 375 ;  
WOŁYŃSKIE;KOSTOPOLSKI; 58 291 ; 336 523 ; 34 292 ; 147 282 ; 1 299 343 ; -   ; 43 676 ;  
WOŁYŃSKIE;KOWELSKI; 232 580 ; 612 929 ; 105 145 ; 111 031 ; 2 093 088 ; 1 366 ; 25 619 ;  
WOŁYŃSKIE;KRZEMIENIECKI; 217 170 ; 549 818 ; 231 920 ; 335 204 ; 1 988 930 ; 11 452 ; 117 663 ;  
WOŁYŃSKIE;LUBOMELSKI; 35 519 ; 230 711 ; 32 395 ; 31 894 ; 621 032 ; -   ; 14 490 ;  
WOŁYŃSKIE;RÓWIEŃSKI; 472 828 ; 549 001 ; 248 226 ; 380 392 ; 1 847 403 ; 681 782 ; 49 671 ;  
WOŁYŃSKIE;SARNEŃSKI; 9 207 ; 408 660 ; 35 138 ; 70 872 ; 1 411 290 ; -   ; 20 570 ;  
WOŁYŃSKIE;WŁODZIMIERSKI; 405 255 ; 354 449 ; 135 232 ; 224 854 ; 1 465 580 ; 83 241 ; 15 600 ;  
WOŁYŃSKIE;ZDOŁBUNOWSKI; 206 785 ; 168 515 ; 145 735 ; 154 216 ; 1 020 876 ; 186 502 ; 18 090 ;  
WOŁYŃSKIE;ŁUCKI; 552 014 ; 545 848 ; 227 085 ; 280 408 ; 2 503 544 ; 48 700 ; 22 112 ;  
ZIEMIA WILEŃSKA;BRASŁAWSKI; 16 468 ; 161 524 ; 18 443 ; 72 642 ; 916 180 ; -   ; 1 011 ;  
ZIEMIA WILEŃSKA;DZIŚNIEŃSKI; 36 807 ; 281 858 ; 33 841 ; 95 094 ; 1 480 163 ; -   ; 94 ;  
ZIEMIA WILEŃSKA;MOŁODECZAŃSKI; 10 057 ; 121 486 ; 34 841 ; 85 508 ; 653 520 ; -   ; 642 ;  
ZIEMIA WILEŃSKA;OSZMIAŃSKI; 4 446 ; 166 819 ; 60 620 ; 139 018 ; 898 589 ; -   ; 15 470 ;  
ZIEMIA WILEŃSKA;POSTAWSKI; 28 837 ; 148 687 ; 21 491 ; 59 721 ; 813 193 ; -   ; 433 ;  
ZIEMIA WILEŃSKA;WILEJSKI; 6 173 ; 255 447 ; 52 981 ; 111 161 ; 1 460 103 ; -   ; 4 040 ;  
ZIEMIA WILEŃSKA;WILEŃSKO-TROCKI; 31 374 ; 578 746 ; 81 313 ; 207 519 ; 2 151 850 ; -   ; 68 522 ;  
ZIEMIA WILEŃSKA;WILNO (MIASTO);;;;;;;;
ZIEMIA WILEŃSKA;ŚWIĘCIAŃSKI; 32 147 ; 227 570 ; 38 688 ; 106 612 ; 1 279 123 ; -   ; 5 854 ;  
ŁÓDZKIE;BRZEZIŃSKI; 34 715 ; 334 867 ; 11 189 ; 116 996 ; 1 527 042 ; 10 667 ; 355 ;  
ŁÓDZKIE;KALISKI; 149 735 ; 521 740 ; 33 613 ; 144 420 ; 2 181 691 ; 293 983 ; 1 311 ;  
ŁÓDZKIE;KOLSKI; 98 503 ; 502 998 ; 55 072 ; 75 925 ; 2 133 260 ; 147 975 ; 615 ;  
ŁÓDZKIE;KONIŃSKI; 112 916 ; 915 027 ; 83 468 ; 139 745 ; 3 762 515 ; 319 610 ; 1 387 ;  
ŁÓDZKIE;PIOTRKOWSKI; 60 745 ; 601 149 ; 35 099 ; 157 022 ; 2 553 725 ; 600 ; 1 895 ;  
ŁÓDZKIE;RADOMSZCZAŃSKI; 54 020 ; 589 847 ; 52 962 ; 130 237 ; 3 258 870 ; 3 861 ; 2 704 ;  
ŁÓDZKIE;SIERADZKI; 62 200 ; 617 621 ; 14 591 ; 162 948 ; 2 759 067 ; 46 783 ; 1 312 ;  
ŁÓDZKIE;TURECKI; 65 900 ; 428 011 ; 18 557 ; 92 741 ; 1 855 778 ; 94 257 ; 976 ;  
ŁÓDZKIE;WIELUŃSKI; 35 818 ; 641 160 ; 18 710 ; 156 683 ; 3 270 903 ; 151 800 ; 2 514 ;  
ŁÓDZKIE;ŁASKI; 38 988 ; 459 470 ; 17 519 ; 123 289 ; 1 961 828 ; 3 586 ; 1 643 ;  
ŁÓDZKIE;ŁÓDZKI; 15 930 ; 266 785 ; 7 713 ; 84 050 ; 1 260 536 ; -   ; 350 ;  
ŁÓDZKIE;ŁÓDŹ (MIASTO);;;;;;;;
ŁÓDZKIE;ŁĘCZYCKI; 138 402 ; 376 397 ; 37 942 ; 117 903 ; 2 019 405 ; 440 121 ; 217 ;  
ŚLĄSKIE;BIELSKI (BIELSKO); 8 864 ; 38 365 ; 5 379 ; 52 646 ; 244 883 ; 9 905 ; -   ;  
ŚLĄSKIE;BIELSKO (MIASTO);;;;;;;;
ŚLĄSKIE;CHORZÓW;;;;;;;;
ŚLĄSKIE;CIESZYŃSKI; 21 987 ; 41 449 ; 12 709 ; 83 350 ; 463 772 ; 7 748 ; 24 ;  
ŚLĄSKIE;KATOWICE (MIASTO);;;;;;;;
ŚLĄSKIE;KATOWICKI; 4 514 ; 51 155 ; 5 462 ; 21 542 ; 306 840 ; -   ; -   ;  
ŚLĄSKIE;LUBLINIECKI; 18 789 ; 88 983 ; 13 465 ; 47 693 ; 575 342 ; 18 347 ; 20 ;  
ŚLĄSKIE;PSZCZYŃSKI; 32 881 ; 214 325 ; 20 758 ; 134 405 ; 1 544 082 ; 46 785 ; 64 ;  
ŚLĄSKIE;RYBNICKI; 47 324 ; 241 563 ; 19 239 ; 120 565 ; 1 461 661 ; 112 067 ; -   ;  
ŚLĄSKIE;TARNOGÓRSKI; 3 955 ; 37 743 ; 4 627 ; 11 963 ; 229 402 ; 6 161 ; -   ;  
ŚLĄSKIE;ŚWIĘTOCHŁOWICKI; 2 770 ; 21 941 ; 2 803 ; 9 029 ; 170 004 ; -   ; -   ;  
