Region;District;Pszenica;Żyto;Jęczmień;Owies;Ziemniaki;Buraki cukrowe;Gryka;Proso;Kukurydza;Mieszanki na ziarno: Jęczmień;Mieszanki na ziarno: Inne mieszanki zbóż;Groch;Fasola, bób, soczewica;Len: Nasienie;Len: Włókno;Konopie: Nasienie;Konopie: Włókno;Rzepak i rzepik;Chmiel;Tytoń
NOWOGRÓDZKIE;NOWOGRÓDZKI; 45 053 ; 258 192 ; 89 163 ; 148 648 ; 1 389 500 ; -   ; 18 215 ; -   ; 12 ; 1 718 ; 1 968 ; 19 907 ; 1 728 ; 14 152 ; 7 488 ; 832 ; 472 ; 84 ; -   ; -   
NOWOGRÓDZKIE;STOŁPECKI; 18 729 ; 246 209 ; 62 060 ; 89 858 ; 1 599 998 ; -   ; 18 548 ; -   ; 16 ; 727 ; 833 ; 7 497 ; 111 ; 4 439 ; 1 494 ; 197 ; 168 ; 6 ; -   ; -   
NOWOGRÓDZKIE;SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE); 10 304 ; 194 285 ; 74 202 ; 65 673 ; 848 826 ; -   ; 8 516 ; -   ; -   ; 910 ; 1 454 ; 17 936 ; 705 ; 4 196 ; 3 112 ; 150 ; 136 ; 50 ; -   ; -   
NOWOGRÓDZKIE;SŁONIMSKI; 22 911 ; 257 479 ; 55 966 ; 74 354 ; 935 121 ; -   ; 25 537 ; 261 ; -   ; 1 362 ; 842 ; 9 191 ; 616 ; 3 489 ; 2 694 ; 285 ; 248 ; -   ; -   ; -   
NOWOGRÓDZKIE;WOŁOŻYŃSKI; 12 572 ; 179 295 ; 73 381 ; 109 776 ; 977 691 ; -   ; 11 061 ; -   ; -   ; 282 ; 385 ; 21 309 ; 1 175 ; 11 743 ; 6 423 ; 1 251 ; 638 ; 5 ; -   ; -   
POLESKIE;BRZESKI (BRZEŚĆ N.BUG.); 41 573 ; 430 955 ; 75 955 ; 140 854 ; 2 223 850 ; -   ; 23 964 ; 19 082 ; 118 ; 1 071 ; 673 ; 13 439 ; 2 227 ; 5 931 ; 4 879 ; 2 323 ; 1 679 ; 1 085 ; -   ; -   
POLESKIE;DROHICKI; 13 866 ; 164 903 ; 24 191 ; 60 550 ; 1 201 001 ; -   ; 9 900 ; 12 339 ; 19 ; 19 ; 1 406 ; 1 954 ; 1 615 ; 6 358 ; 2 977 ; 411 ; 218 ; 28 ; -   ; -   
POLESKIE;IWACEWICKI; 2 268 ; 109 794 ; 17 996 ; 27 920 ; 771 113 ; -   ; 7 874 ; 2 556 ; -   ; 34 ; 94 ; 1 083 ; 181 ; 2 819 ; 1 778 ; 95 ; 77 ; 136 ; -   ; -   
POLESKIE;KOBRYŃSKI; 25 505 ; 224 765 ; 35 932 ; 56 753 ; 1 017 982 ; -   ; 13 465 ; 14 644 ; -   ; 271 ; 208 ; 1 904 ; 897 ; 9 743 ; 3 490 ; 145 ; 83 ; 78 ; -   ; -   
POLESKIE;KOSZYRSKI; 3 442 ; 143 008 ; 23 452 ; 40 256 ; 606 618 ; -   ; 13 371 ; 9 874 ; 2 299 ; 14 ; 17 ; 3 704 ; 1 137 ; 5 572 ; 2 779 ; 2 270 ; 2 397 ; -   ; -   ; -   
POLESKIE;PIŃSKI; 8 761 ; 278 789 ; 34 215 ; 112 377 ; 1 696 820 ; -   ; 21 678 ; 21 859 ; -   ; 110 ; 530 ; 1 058 ; 1 877 ; 10 200 ; 5 669 ; 1 185 ; 1 637 ; 70 ; -   ; -   
POLESKIE;PRUŻAŃSKI; 9 642 ; 199 318 ; 30 042 ; 60 100 ; 1 274 927 ; -   ; 13 338 ; 7 034 ; -   ; 1 950 ; 88 ; 2 465 ; 567 ; 4 879 ; 2 772 ; 75 ; 62 ; 217 ; -   ; -   
POLESKIE;STOLIŃSKI; 16 606 ; 135 292 ; 20 498 ; 37 871 ; 805 660 ; -   ; 17 623 ; 38 734 ; 154 ; 45 ; 92 ; 1 719 ; 1 267 ; 4 064 ; 1 874 ; 1 398 ; 1 153 ; -   ; -   ; -   
POLESKIE;ŁUNINIECKI; 3 139 ; 123 516 ; 11 452 ; 28 450 ; 1 045 627 ; -   ; 12 066 ; 10 481 ; -   ; 20 ; 10 ; 3 257 ; 112 ; 4 944 ; 2 753 ; 797 ; 792 ; 18 ; -   ; -   
POMORSKIE;BRODNICKI; 30 085 ; 272 131 ; 57 109 ; 32 428 ; 919 525 ; 111 021 ; 8 ; -   ; 22 ; 25 746 ; 15 080 ; 8 224 ; 29 ; 12 ; 6 ; -   ; -   ; 433 ; -   ; -   
POMORSKIE;CHEŁMIŃSKI; 120 970 ; 173 203 ; 102 206 ; 38 509 ; 685 388 ; 670 832 ; 292 ; 24 ; 206 ; 25 811 ; 20 435 ; 14 174 ; 90 ; 30 ; 13 ; -   ; -   ; 499 ; -   ; 1 730 
POMORSKIE;CHOJNICKI; 16 044 ; 251 374 ; 30 822 ; 57 735 ; 947 691 ; 4 133 ; 4 727 ; -   ; 10 ; 6 185 ; 7 888 ; 4 471 ; 34 ; 22 ; 46 ; -   ; -   ; 281 ; -   ; -   
POMORSKIE;DZIAŁDOWSKI; 7 800 ; 206 989 ; 42 739 ; 30 251 ; 955 627 ; 3 375 ; 1 107 ; -   ; -   ; 13 196 ; 13 334 ; 5 997 ; 65 ; 12 ; 9 ; -   ; -   ; 1 311 ; -   ; -   
POMORSKIE;GDYNIA (MIASTO);;;;;;;;;;;;;;;;;;;;
POMORSKIE;GRUDZIĄDZ (MIASTO);;;;;;;;;;;;;;;;;;;;
POMORSKIE;GRUDZIĄDZKI; 108 729 ; 182 666 ; 85 738 ; 57 697 ; 727 482 ; 363 056 ; 224 ; -   ; 110 ; 41 301 ; 15 701 ; 18 120 ; 801 ; 48 ; 22 ; -   ; -   ; 721 ; -   ; 3 011 
POMORSKIE;KARTUSKI; 7 214 ; 205 684 ; 16 496 ; 102 364 ; 1 216 044 ; -   ; 81 ; -   ; 36 ; 2 749 ; 3 554 ; 3 743 ; 400 ; 9 ; 3 ; -   ; -   ; 34 ; -   ; -   
POMORSKIE;KOŚCIERSKI; 9 476 ; 187 519 ; 14 486 ; 67 124 ; 859 399 ; -   ; 681 ; -   ; -   ; 10 285 ; 10 392 ; 7 053 ; -   ; -   ; -   ; -   ; -   ; 174 ; -   ; -   
POMORSKIE;LUBAWSKI; 26 740 ; 280 066 ; 71 821 ; 54 634 ; 1 002 414 ; 32 172 ; 137 ; 7 ; 44 ; 16 480 ; 19 473 ; 6 411 ; 19 ; 14 ; 11 ; -   ; -   ; 542 ; -   ; -   
POMORSKIE;MORSKI; 12 002 ; 164 503 ; 19 136 ; 90 981 ; 888 477 ; 1 625 ; 6 ; -   ; 19 ; 10 999 ; 12 585 ; 3 006 ; 25 ; -   ; -   ; -   ; -   ; 88 ; -   ; -   
POMORSKIE;STAROGARDZKI; 34 725 ; 170 025 ; 39 809 ; 41 851 ; 677 685 ; 103 797 ; 137 ; -   ; 27 ; 16 841 ; 7 813 ; 7 125 ; 142 ; 20 ; 15 ; -   ; -   ; 394 ; -   ; -   
POMORSKIE;SĘPOLEŃSKI; 13 297 ; 178 483 ; 38 424 ; 47 925 ; 656 372 ; 25 815 ; 23 ; -   ; -   ; 16 168 ; 12 515 ; 3 751 ; 20 ; 62 ; 31 ; -   ; -   ; 222 ; -   ; -   
POMORSKIE;TCZEWSKI; 109 920 ; 118 666 ; 72 235 ; 52 123 ; 460 973 ; 480 053 ; 6 ; -   ; 97 ; 29 074 ; 9 975 ; 20 807 ; 1 623 ; 8 ; 23 ; -   ; -   ; 960 ; -   ; -   
POMORSKIE;TORUŃ (MIASTO);;;;;;;;;;;;;;;;;;;;
POMORSKIE;TORUŃSKI; 107 749 ; 194 766 ; 71 098 ; 32 081 ; 630 768 ; 739 768 ; 104 ; 77 ; 66 ; 32 489 ; 20 617 ; 7 190 ; 159 ; 12 ; 6 ; -   ; -   ; 236 ; -   ; 28 
POMORSKIE;TUCHOLSKI; 19 339 ; 241 861 ; 43 896 ; 31 016 ; 722 450 ; 52 494 ; 281 ; -   ; 12 ; 8 392 ; 6 665 ; 8 881 ; 31 ; 105 ; 35 ; -   ; -   ; 94 ; -   ; -   
POMORSKIE;WĄBRZESKI; 82 995 ; 226 575 ; 67 531 ; 32 839 ; 788 099 ; 286 865 ; 75 ; -   ; 32 ; 42 497 ; 10 426 ; 8 550 ; 207 ; 5 ; 3 ; -   ; -   ; 332 ; -   ; 172 
POMORSKIE;ŚWIECKI; 63 394 ; 333 591 ; 88 637 ; 64 865 ; 1 333 624 ; 203 651 ; 133 ; -   ; 20 ; 39 836 ; 19 661 ; 6 281 ; 347 ; 39 ; 18 ; -   ; -   ; 255 ; -   ; 121 
POZNAŃSKIE;BYDGOSKI; 69 823 ; 253 612 ; 100 584 ; 61 124 ; 847 896 ; 161 532 ; 36 ; 3 ; 78 ; 36 826 ; 14 791 ; 5 031 ; 60 ; 102 ; 73 ; -   ; -   ; 1 400 ; -   ; -   
POZNAŃSKIE;BYDGOSZCZ (MIASTO);;;;;;;;;;;;;;;;;;;;
POZNAŃSKIE;CHODZIESKI; 17 664 ; 266 072 ; 42 183 ; 64 964 ; 1 135 278 ; 39 201 ; 10 ; 8 ; 104 ; 21 396 ; 3 711 ; 3 786 ; 30 ; 36 ; 18 ; -   ; -   ; 97 ; -   ; -   
POZNAŃSKIE;CZARNKOWSKI; 9 618 ; 158 485 ; 18 151 ; 24 473 ; 704 611 ; 32 557 ; 93 ; -   ; 131 ; 8 634 ; 1 855 ; 1 380 ; 167 ; 46 ; 46 ; -   ; -   ; 351 ; -   ; -   
POZNAŃSKIE;GNIEZNO (MIASTO);;;;;;;;;;;;;;;;;;;;
POZNAŃSKIE;GNIEŹNIEŃSKI; 90 873 ; 463 711 ; 101 144 ; 99 363 ; 1 643 708 ; 389 866 ; 513 ; -   ; 171 ; 51 649 ; 27 216 ; 10 015 ; 504 ; 98 ; 46 ; 7 ; 3 ; 2 015 ; -   ; -   
POZNAŃSKIE;GOSTYŃSKI; 115 543 ; 195 456 ; 73 132 ; 114 946 ; 1 088 000 ; 624 220 ; 187 ; 160 ; 452 ; 17 947 ; 16 665 ; 30 406 ; 293 ; 965 ; 369 ; -   ; -   ; 2 090 ; -   ; -   
POZNAŃSKIE;INOWROCŁAW (MIASTO);;;;;;;;;;;;;;;;;;;;
POZNAŃSKIE;INOWROCŁAWSKI; 167 604 ; 318 504 ; 164 291 ; 56 558 ; 1 037 861 ; 1 259 690 ; 5 ; 20 ; 230 ; 43 687 ; 27 084 ; 42 498 ; 137 ; 154 ; 48 ; -   ; -   ; 691 ; -   ; -   
POZNAŃSKIE;JAROCIŃSKI; 127 202 ; 462 996 ; 73 154 ; 173 035 ; 1 984 103 ; 424 784 ; 156 ; 35 ; 1 227 ; 25 071 ; 22 814 ; 14 749 ; 110 ; 42 ; 24 ; -   ; -   ; 4 691 ; -   ; -   
POZNAŃSKIE;KOŚCIAŃSKI; 145 816 ; 443 530 ; 110 678 ; 141 861 ; 2 396 299 ; 526 898 ; 131 ; 387 ; 2 770 ; 37 361 ; 20 896 ; 20 115 ; 544 ; 1 965 ; 629 ; -   ; -   ; 2 844 ; -   ; -   
POZNAŃSKIE;KROTOSZYŃSKI; 112 763 ; 267 197 ; 67 099 ; 144 319 ; 1 440 662 ; 596 581 ; 20 ; 76 ; 300 ; 15 841 ; 13 271 ; 22 624 ; 174 ; 358 ; 173 ; 40 ; 10 ; 2 662 ; -   ; -   
POZNAŃSKIE;KĘPIŃSKI; 35 068 ; 421 730 ; 26 759 ; 163 174 ; 1 965 938 ; 110 696 ; 771 ; 71 ; 588 ; 14 372 ; 9 496 ; 2 257 ; 89 ; 217 ; 88 ; 6 ; 3 ; 606 ; -   ; -   
POZNAŃSKIE;LESZCZYŃSKI; 70 655 ; 288 112 ; 44 940 ; 93 841 ; 1 332 578 ; 305 367 ; 33 ; 192 ; 1 515 ; 17 573 ; 6 778 ; 9 395 ; 39 ; 452 ; 138 ; 9 ; 2 ; 507 ; 36 ; -   
POZNAŃSKIE;MIĘDZYCHODZKI; 23 787 ; 206 269 ; 24 522 ; 49 571 ; 792 266 ; 84 622 ; 58 ; 22 ; 104 ; 13 736 ; 4 436 ; 1 469 ; 45 ; 13 ; 7 ; -   ; -   ; 1 467 ; -   ; -   
POZNAŃSKIE;MOGILEŃSKI; 180 618 ; 549 143 ; 225 125 ; 89 795 ; 1 503 448 ; 1 109 133 ; 666 ; 104 ; 859 ; 67 912 ; 35 760 ; 39 639 ; 658 ; 196 ; 78 ; 3 ; 3 ; 1 905 ; -   ; -   
POZNAŃSKIE;NOWOTOMYSKI; 97 027 ; 407 731 ; 72 712 ; 99 967 ; 1 703 069 ; 445 549 ; 229 ; 80 ; 1 168 ; 39 762 ; 10 455 ; 17 893 ; 121 ; 917 ; 318 ; 14 ; 6 ; 1 145 ; 398 ; -   
POZNAŃSKIE;OBORNICKI; 73 086 ; 420 817 ; 71 915 ; 100 355 ; 1 482 689 ; 203 365 ; 76 ; -   ; 1 181 ; 46 627 ; 12 937 ; 6 127 ; 259 ; 169 ; 69 ; -   ; -   ; 2 287 ; -   ; -   
POZNAŃSKIE;OSTROWSKI (OSTRÓW WIELKOPOLSKI); 75 775 ; 331 339 ; 33 992 ; 92 489 ; 1 498 061 ; 61 761 ; 180 ; 64 ; 296 ; 17 685 ; 5 796 ; 3 046 ; 18 ; 12 ; 7 ; -   ; -   ; 1 262 ; -   ; -   
POZNAŃSKIE;POZNAŃ (MIASTO);;;;;;;;;;;;;;;;;;;;
POZNAŃSKIE;POZNAŃSKI; 108 359 ; 546 030 ; 126 003 ; 122 496 ; 2 403 912 ; 349 836 ; 253 ; 51 ; 846 ; 38 573 ; 18 510 ; 11 450 ; 200 ; 73 ; 34 ; -   ; -   ; 3 173 ; 24 ; -   
POZNAŃSKIE;RAWICKI; 76 926 ; 237 644 ; 44 866 ; 89 256 ; 1 026 000 ; 354 065 ; 252 ; 1 020 ; 488 ; 12 528 ; 9 304 ; 11 042 ; 261 ; 711 ; 301 ; -   ; -   ; 248 ; -   ; -   
POZNAŃSKIE;SZAMOTULSKI; 128 427 ; 381 344 ; 87 217 ; 82 928 ; 1 609 874 ; 569 960 ; 633 ; -   ; 570 ; 38 060 ; 17 259 ; 19 835 ; 485 ; 159 ; 115 ; -   ; -   ; 2 237 ; -   ; -   
POZNAŃSKIE;SZUBIŃSKI; 57 806 ; 283 902 ; 87 099 ; 51 936 ; 996 566 ; 252 677 ; 104 ; 6 ; 276 ; 39 759 ; 9 201 ; 4 703 ; 85 ; 384 ; 78 ; 7 ; 3 ; 1 532 ; 29 ; -   
POZNAŃSKIE;WOLSZTYŃSKI; 26 328 ; 262 912 ; 22 008 ; 63 343 ; 1 296 980 ; 100 790 ; 206 ; 157 ; 794 ; 11 249 ; 3 660 ; 2 928 ; 191 ; 630 ; 229 ; -   ; -   ; 447 ; 113 ; -   
POZNAŃSKIE;WRZESIŃSKI; 72 732 ; 269 622 ; 72 106 ; 74 532 ; 1 069 234 ; 594 980 ; 207 ; -   ; 404 ; 25 980 ; 16 185 ; 7 915 ; 100 ; 198 ; 105 ; -   ; -   ; 1 844 ; -   ; -   
POZNAŃSKIE;WYRZYSKI; 106 179 ; 429 412 ; 139 273 ; 94 229 ; 1 604 850 ; 342 200 ; 146 ; -   ; 30 ; 61 553 ; 27 843 ; 9 647 ; 122 ; 260 ; 142 ; -   ; -   ; 3 010 ; -   ; -   
POZNAŃSKIE;WĄGROWIECKI; 68 717 ; 410 198 ; 106 593 ; 83 380 ; 1 588 031 ; 180 912 ; 75 ; 32 ; 918 ; 56 888 ; 17 223 ; 5 815 ; 59 ; 67 ; 45 ; -   ; -   ; 1 450 ; -   ; -   
POZNAŃSKIE;ŚREDZKI; 108 564 ; 392 072 ; 100 635 ; 76 436 ; 1 372 593 ; 598 515 ; 637 ; -   ; 683 ; 29 093 ; 23 539 ; 14 717 ; 145 ; 136 ; 47 ; 12 ; 8 ; 2 354 ; -   ; -   
POZNAŃSKIE;ŚREMSKI; 79 537 ; 414 200 ; 71 146 ; 105 636 ; 1 288 310 ; 270 215 ; 846 ; 16 ; 606 ; 32 925 ; 13 214 ; 7 580 ; 240 ; 208 ; 78 ; 4 ; -   ; 2 021 ; -   ; -   
POZNAŃSKIE;ŻNIŃSKI; 82 648 ; 284 680 ; 95 483 ; 63 266 ; 990 732 ; 231 270 ; 8 ; -   ; 214 ; 41 610 ; 18 596 ; 9 180 ; 31 ; 115 ; 39 ; 8 ; 2 ; 1 367 ; 14 ; -   
STANISŁAWOWSKIE;DOLIŃSKI; 3 974 ; 56 697 ; 3 468 ; 65 729 ; 974 028 ; -   ; 110 ; 2 597 ; 1 371 ; 108 ; 92 ; 478 ; 898 ; 1 935 ; 1 020 ; 870 ; 540 ; -   ; -   ; -   
STANISŁAWOWSKIE;HORODEŃSKI; 123 241 ; 106 491 ; 72 312 ; 36 136 ; 868 179 ; 311 454 ; 2 134 ; 759 ; 61 413 ; 5 791 ; 2 511 ; 2 838 ; 4 192 ; 175 ; 83 ; 1 635 ; 905 ; 723 ; -   ; 4 497 
STANISŁAWOWSKIE;KAŁUSKI; 21 388 ; 73 804 ; 8 134 ; 63 476 ; 923 876 ; -   ; 3 431 ; 6 758 ; 11 019 ; 257 ; 232 ; 1 312 ; 1 903 ; 2 618 ; 1 484 ; 1 486 ; 1 097 ; 50 ; 4 ; -   
STANISŁAWOWSKIE;KOSOWSKI (KOSÓW HUCULSKI); 7 192 ; 12 000 ; 3 921 ; 6 564 ; 222 017 ; -   ; 20 ; 18 ; 44 729 ; 604 ; -   ; 331 ; 3 401 ; 228 ; 231 ; 644 ; 616 ; -   ; -   ; -   
STANISŁAWOWSKIE;KOŁOMYJSKI; 50 580 ; 81 793 ; 24 054 ; 73 732 ; 1 247 560 ; 37 217 ; 566 ; 432 ; 82 643 ; 2 148 ; 915 ; 1 796 ; 3 829 ; 537 ; 376 ; 2 342 ; 1 530 ; 389 ; -   ; 1 154 
STANISŁAWOWSKIE;NADWÓRNIAŃSKI; 10 219 ; 59 516 ; 6 406 ; 57 172 ; 1 103 865 ; -   ; 1 137 ; 691 ; 10 735 ; 355 ; 133 ; 889 ; 1 615 ; 687 ; 405 ; 1 845 ; 849 ; -   ; -   ; -   
STANISŁAWOWSKIE;ROHATYŃSKI; 109 193 ; 139 736 ; 57 460 ; 105 929 ; 1 541 765 ; 95 997 ; 8 653 ; 8 485 ; 38 601 ; 1 845 ; 810 ; 4 226 ; 8 722 ; 992 ; 431 ; 2 291 ; 1 044 ; 432 ; 140 ; 1 147 
STANISŁAWOWSKIE;STANISŁAWOWSKI; 44 045 ; 115 719 ; 8 398 ; 73 777 ; 1 303 253 ; 11 467 ; 1 695 ; 6 549 ; 49 254 ; 580 ; 329 ; 999 ; 8 022 ; 852 ; 495 ; 2 062 ; 1 087 ; 115 ; -   ; -   
STANISŁAWOWSKIE;STRYJSKI; 15 400 ; 64 023 ; 10 110 ; 92 663 ; 819 096 ; -   ; 192 ; 5 376 ; 644 ; 248 ; 154 ; 759 ; 3 187 ; 1 711 ; 1 038 ; 780 ; 545 ; -   ; -   ; -   
STANISŁAWOWSKIE;TŁUMACKI; 67 664 ; 154 772 ; 23 507 ; 69 183 ; 1 160 191 ; 2 499 ; 1 261 ; 2 684 ; 73 121 ; 2 123 ; 1 594 ; 1 900 ; 6 645 ; 288 ; 96 ; 2 466 ; 922 ; 103 ; -   ; -   
STANISŁAWOWSKIE;ŚNIATYŃSKI; 57 342 ; 71 313 ; 32 909 ; 27 461 ; 559 960 ; 32 245 ; 222 ; 40 ; 121 376 ; 2 209 ; 971 ; 1 205 ; 1 682 ; 385 ; 118 ; 1 103 ; 504 ; 208 ; -   ; 1 890 
STANISŁAWOWSKIE;ŻYDACZOWSKI; 37 286 ; 97 387 ; 17 448 ; 67 157 ; 1 031 839 ; 23 457 ; 2 309 ; 7 085 ; 8 880 ; 1 587 ; 684 ; 1 110 ; 1 763 ; 2 840 ; 885 ; 1 228 ; 491 ; 382 ; 84 ; -   
TARNOPOLSKIE;BORSZCZOWSKI; 88 088 ; 132 397 ; 61 579 ; 16 128 ; 684 340 ; 869 ; 3 675 ; 227 ; 120 474 ; 12 735 ; 8 841 ; 12 399 ; 4 757 ; 89 ; 49 ; 2 195 ; 1 020 ; 345 ; -   ; 12 710 
TARNOPOLSKIE;BRODZKI; 39 229 ; 108 567 ; 48 777 ; 68 798 ; 725 845 ; 8 000 ; 23 174 ; 9 523 ; 399 ; 756 ; 383 ; 1 676 ; 2 699 ; 297 ; 165 ; 917 ; 771 ; 23 ; 625 ; -   
TARNOPOLSKIE;BRZEŻAŃSKI; 61 606 ; 131 122 ; 88 044 ; 122 954 ; 1 239 501 ; 36 824 ; 14 206 ; 4 569 ; 14 404 ; 2 064 ; 891 ; 5 073 ; 2 669 ; 319 ; 245 ; 2 748 ; 1 819 ; 65 ; -   ; -   
TARNOPOLSKIE;BUCZACKI; 88 824 ; 166 501 ; 59 290 ; 54 077 ; 1 058 649 ; 14 527 ; 13 753 ; 3 567 ; 81 453 ; 7 112 ; 7 979 ; 7 300 ; 15 129 ; 253 ; 256 ; 2 046 ; 1 075 ; 394 ; 65 ; 4 266 
TARNOPOLSKIE;CZORTKOWSKI; 82 317 ; 134 352 ; 71 108 ; 15 175 ; 689 296 ; 30 385 ; 14 937 ; 955 ; 57 450 ; 13 062 ; 23 105 ; 5 298 ; 10 030 ; 76 ; 124 ; 584 ; 446 ; 122 ; -   ; 6 935 
TARNOPOLSKIE;KAMIONECKI; 52 111 ; 87 770 ; 29 778 ; 56 077 ; 677 317 ; 30 323 ; 5 658 ; 9 561 ; 823 ; 1 407 ; 1 540 ; 1 734 ; 827 ; 1 402 ; 940 ; 1 294 ; 808 ; 140 ; 24 ; -   
TARNOPOLSKIE;KOPYCZYNIECKI; 80 853 ; 155 464 ; 88 806 ; 19 142 ; 880 094 ; 46 056 ; 19 314 ; 1 578 ; 46 114 ; 19 437 ; 27 672 ; 9 193 ; 13 872 ; 75 ; 35 ; 612 ; 508 ; 206 ; 15 ; 4 793 
TARNOPOLSKIE;PODHAJECKI; 64 853 ; 125 252 ; 62 966 ; 66 430 ; 1 013 993 ; 18 262 ; 23 548 ; 4 465 ; 36 725 ; 3 331 ; 2 013 ; 6 948 ; 12 354 ; 621 ; 315 ; 1 805 ; 797 ; 177 ; 112 ; 2 461 
TARNOPOLSKIE;PRZEMYŚLAŃSKI; 51 425 ; 83 139 ; 37 010 ; 75 514 ; 886 049 ; 2 693 ; 11 125 ; 7 134 ; 8 808 ; 1 469 ; 876 ; 4 094 ; 3 339 ; 576 ; 440 ; 1 784 ; 1 217 ; 42 ; 110 ; -   
TARNOPOLSKIE;RADZIECHOWSKI; 59 495 ; 83 794 ; 44 947 ; 56 478 ; 613 453 ; 8 897 ; 6 195 ; 9 846 ; 163 ; 1 614 ; 1 140 ; 2 022 ; 1 234 ; 195 ; 226 ; 901 ; 820 ; 91 ; 72 ; -   
TARNOPOLSKIE;SKAŁACKI; 110 066 ; 122 000 ; 102 588 ; 36 901 ; 756 313 ; 22 939 ; 44 830 ; 2 100 ; 4 557 ; 10 699 ; 8 023 ; 7 390 ; 7 655 ; 218 ; 73 ; 1 175 ; 878 ; 75 ; -   ; 1 390 
TARNOPOLSKIE;TARNOPOLSKI; 100 525 ; 184 305 ; 124 234 ; 110 063 ; 1 220 576 ; 30 133 ; 55 474 ; 4 611 ; 4 606 ; 7 371 ; 9 211 ; 10 130 ; 4 190 ; 910 ; 444 ; 2 843 ; 1 659 ; 424 ; -   ; 3 031 
TARNOPOLSKIE;TREMBOWELSKI; 74 885 ; 119 308 ; 72 893 ; 33 650 ; 656 728 ; 2 866 ; 30 700 ; 2 238 ; 30 242 ; 16 905 ; 19 681 ; 2 808 ; 7 608 ; 163 ; 97 ; 952 ; 587 ; 90 ; -   ; 2 371 
TARNOPOLSKIE;ZALESZCZYCKI; 76 229 ; 87 258 ; 41 986 ; 11 122 ; 648 056 ; 34 892 ; 3 454 ; 87 ; 72 287 ; 8 945 ; 7 597 ; 3 730 ; 695 ; 29 ; 16 ; 730 ; 680 ; 1 605 ; -   ; 5 866 
TARNOPOLSKIE;ZBARASKI; 191 671 ; 10 249 ; 85 807 ; 123 641 ; 644 312 ; 5 189 ; 32 354 ; 3 996 ; 671 ; 8 026 ; 1 949 ; 16 408 ; 3 442 ; 406 ; 353 ; 951 ; 866 ; 187 ; -   ; 549 
TARNOPOLSKIE;ZBOROWSKI; 35 724 ; 123 249 ; 82 684 ; 107 909 ; 947 470 ; 7 614 ; 28 964 ; 4 439 ; 1 336 ; 1 768 ; 2 334 ; 3 872 ; 964 ; 528 ; 305 ; 1 156 ; 848 ; -   ; -   ; -   
TARNOPOLSKIE;ZŁOCZOWSKI; 60 728 ; 112 169 ; 69 804 ; 84 839 ; 910 125 ; 30 382 ; 19 215 ; 11 847 ; 2 968 ; 2 123 ; 716 ; 1 781 ; 1 893 ; 605 ; 248 ; 1 840 ; 1 389 ; 548 ; 34 ; -   
WARSZAWSKIE;BŁOŃSKI; 61 565 ; 271 461 ; 32 903 ; 117 655 ; 1 192 587 ; 249 339 ; 1 271 ; 1 013 ; 88 ; 4 001 ; 2 897 ; 1 217 ; 254 ; 90 ; 53 ; -   ; -   ; 2 079 ; -   ; -   
WARSZAWSKIE;CIECHANOWSKI; 82 997 ; 337 898 ; 60 532 ; 57 625 ; 1 080 014 ; 286 273 ; 2 079 ; 27 ; 60 ; 16 047 ; 12 586 ; 6 761 ; 1 030 ; 157 ; 150 ; -   ; -   ; 1 639 ; -   ; -   
WARSZAWSKIE;GOSTYNIŃSKI; 58 937 ; 295 085 ; 19 067 ; 73 190 ; 968 754 ; 102 056 ; 1 228 ; 238 ; 45 ; 2 007 ; 1 935 ; 2 454 ; 71 ; 124 ; 107 ; 22 ; 16 ; 935 ; -   ; -   
WARSZAWSKIE;GRÓJECKI; 77 672 ; 517 556 ; 45 081 ; 212 948 ; 2 484 973 ; 2 169 ; 1 745 ; 662 ; 287 ; 1 740 ; 3 636 ; 1 617 ; 365 ; 505 ; 330 ; 42 ; 39 ; 1 993 ; 175 ; -   
WARSZAWSKIE;KUTNOWSKI; 130 584 ; 315 448 ; 58 420 ; 112 737 ; 1 060 981 ; 633 663 ; 353 ; 164 ; 134 ; 3 078 ; 4 696 ; 7 548 ; 345 ; 168 ; 78 ; 19 ; 8 ; 1 978 ; 42 ; -   
WARSZAWSKIE;LIPNOWSKI; 66 231 ; 504 479 ; 89 348 ; 65 657 ; 1 222 400 ; 129 887 ; 2 361 ; -   ; 46 ; 9 145 ; 11 848 ; 4 013 ; 43 ; 66 ; 26 ; -   ; -   ; 3 481 ; 95 ; -   
WARSZAWSKIE;MAKOWSKI (MAKÓW MAZOWIECKI); 40 443 ; 240 816 ; 19 288 ; 54 775 ; 658 581 ; 17 497 ; 7 045 ; 1 283 ; 6 ; 5 108 ; 3 446 ; 8 929 ; 84 ; 1 577 ; 721 ; 35 ; 21 ; 924 ; -   ; -   
WARSZAWSKIE;MIŃSKI; 21 961 ; 284 744 ; 43 773 ; 127 866 ; 1 414 385 ; -   ; 8 682 ; 4 212 ; 92 ; 2 568 ; 4 484 ; 2 368 ; 391 ; 2 708 ; 1 937 ; 75 ; 78 ; 750 ; -   ; -   
WARSZAWSKIE;MŁAWSKI; 20 740 ; 479 868 ; 22 585 ; 44 336 ; 1 466 121 ; 31 844 ; 9 786 ; 811 ; -   ; 6 861 ; 4 769 ; 4 640 ; 242 ; 482 ; 332 ; 4 ; 4 ; 1 907 ; -   ; -   
